,cluster_main_first_word,cluster_prelast_second_word,cluster_last_third_word,cosine_simil_first_sec,cosine_simil_sec_third,cosine_simil_first_third,min_cosine_sim,max_cosine_sim,joke_tokenized,id_joke
85,a blind horse,that horse,-,tensor(0.2787),0,0,0,0,"[CLS] a man went to a horse breed er and said : “ i want that horse ” . the breed er said that horse ain t looking so good , but the man still wanted to buy it , so he did . the next day he came back with the horse and said : “ you sold me a blind horse ” . the breed er replied “ i told you that horse ain t looking so good ” [SEP]",53
86,two hike rs,they,them,tensor(0.4457),tensor(0.5451),tensor(0.4521),tensor(0.4457),tensor(0.5451),"[CLS] two hike rs were walking through the woods when they noticed a bear charging towards them in the distance . the first hike r removed his trail boots and began to lace up his running shoes . the second hike r laughed and said , "" why bother changing out of your boots ? you can not out run a bear . "" the first hike r replied , "" i do not have to out run the bear , i only have to out run you . "" [SEP]",54
87,the first hike r,i,i,tensor(0.2923),tensor(0.2934),tensor(0.2867),tensor(0.2867),tensor(0.2934),"[CLS] two hike rs were walking through the woods when they noticed a bear charging towards them in the distance . the first hike r removed his trail boots and began to lace up his running shoes . the second hike r laughed and said , "" why bother changing out of your boots ? you can not out run a bear . "" the first hike r replied , "" i do not have to out run the bear , i only have to out run you . "" [SEP]",54
88,his trail boots,your boots,-,tensor(0.4898),0,0,0,0,"[CLS] two hike rs were walking through the woods when they noticed a bear charging towards them in the distance . the first hike r removed his trail boots and began to lace up his running shoes . the second hike r laughed and said , "" why bother changing out of your boots ? you can not out run a bear . "" the first hike r replied , "" i do not have to out run the bear , i only have to out run you . "" [SEP]",54
89,a bear,the bear,-,tensor(0.3481),0,0,0,0,"[CLS] two hike rs were walking through the woods when they noticed a bear charging towards them in the distance . the first hike r removed his trail boots and began to lace up his running shoes . the second hike r laughed and said , "" why bother changing out of your boots ? you can not out run a bear . "" the first hike r replied , "" i do not have to out run the bear , i only have to out run you . "" [SEP]",54
90,the second hike r,you,-,tensor(0.3079),0,0,0,0,"[CLS] two hike rs were walking through the woods when they noticed a bear charging towards them in the distance . the first hike r removed his trail boots and began to lace up his running shoes . the second hike r laughed and said , "" why bother changing out of your boots ? you can not out run a bear . "" the first hike r replied , "" i do not have to out run the bear , i only have to out run you . "" [SEP]",54
91,someone,them,their,tensor(0.4527),tensor(0.3736),tensor(0.3096),tensor(0.3096),tensor(0.4527),"[CLS] before you critic ize someone , walk a mile in their shoes . then when you do critic ize them , you will be a mile away and have their shoes . [SEP]",55
92,their shoes,their shoes,-,tensor(0.4895),0,0,0,0,"[CLS] before you critic ize someone , walk a mile in their shoes . then when you do critic ize them , you will be a mile away and have their shoes . [SEP]",55
93,a man on a business trip,you,you,tensor(0.3027),tensor(0.3190),tensor(0.3320),tensor(0.3027),tensor(0.3320),"[CLS] a man on a business trip is staying in a high - rise hotel with a bar on the top floor . after checking in and seeing his room , he decides to go upstairs . there only one other patron in the bar . the businessman orders a drink and then watches in surprise as the other patron quickly eats an orange , chu gs his beer , and jumps out the window . a minute later , the man returns . the businessman is shocked to see him again eat an orange , chu g his beer and then jump out the window . when the man returns a third time , the businessman decides he can do this , too . he eats an orange , chu gs his beer , then jumps out the window to his death . the bartender turns to the man and says : "" you know , superman , you are a real jerk when you are drunk . "" [SEP]",56
94,a bar,the bar,-,tensor(0.4527),0,0,0,0,"[CLS] a man on a business trip is staying in a high - rise hotel with a bar on the top floor . after checking in and seeing his room , he decides to go upstairs . there only one other patron in the bar . the businessman orders a drink and then watches in surprise as the other patron quickly eats an orange , chu gs his beer , and jumps out the window . a minute later , the man returns . the businessman is shocked to see him again eat an orange , chu g his beer and then jump out the window . when the man returns a third time , the businessman decides he can do this , too . he eats an orange , chu gs his beer , then jumps out the window to his death . the bartender turns to the man and says : "" you know , superman , you are a real jerk when you are drunk . "" [SEP]",56
95,only one other patron in the bar,his,the man,tensor(0.3976),tensor(0.3993),tensor(0.4564),tensor(0.3976),tensor(0.4564),"[CLS] a man on a business trip is staying in a high - rise hotel with a bar on the top floor . after checking in and seeing his room , he decides to go upstairs . there only one other patron in the bar . the businessman orders a drink and then watches in surprise as the other patron quickly eats an orange , chu gs his beer , and jumps out the window . a minute later , the man returns . the businessman is shocked to see him again eat an orange , chu g his beer and then jump out the window . when the man returns a third time , the businessman decides he can do this , too . he eats an orange , chu gs his beer , then jumps out the window to his death . the bartender turns to the man and says : "" you know , superman , you are a real jerk when you are drunk . "" [SEP]",56
96,his beer,his beer,his beer,tensor(0.7334),tensor(0.7492),tensor(0.7858),tensor(0.7334),tensor(0.7858),"[CLS] a man on a business trip is staying in a high - rise hotel with a bar on the top floor . after checking in and seeing his room , he decides to go upstairs . there only one other patron in the bar . the businessman orders a drink and then watches in surprise as the other patron quickly eats an orange , chu gs his beer , and jumps out the window . a minute later , the man returns . the businessman is shocked to see him again eat an orange , chu g his beer and then jump out the window . when the man returns a third time , the businessman decides he can do this , too . he eats an orange , chu gs his beer , then jumps out the window to his death . the bartender turns to the man and says : "" you know , superman , you are a real jerk when you are drunk . "" [SEP]",56
97,change,it,-,tensor(0.1685),0,0,0,0,"[CLS] how many surreal ists does it take to change a light bu lb ? two , one to do it , and another to hold the fish . [SEP]",57
98,a golfer on one of the greens,the first golfer,his,tensor(0.6037),tensor(0.6672),tensor(0.4771),tensor(0.4771),tensor(0.6672),"[CLS] as a funeral train passes by a golf course , a golfer on one of the greens stops , stands at attention with hat held over his heart as the hears e goes by . then he goes back to lining up his put t . his playing partner remarks how that was the nice st gesture he would ever seen , to show such respect for the dead . the first golfer sinks his put t and says : "" well , she was a good wife for sixteen years . "" [SEP]",58
99,a funeral train,the hears e,-,tensor(0.7747),0,0,0,0,"[CLS] as a funeral train passes by a golf course , a golfer on one of the greens stops , stands at attention with hat held over his heart as the hears e goes by . then he goes back to lining up his put t . his playing partner remarks how that was the nice st gesture he would ever seen , to show such respect for the dead . the first golfer sinks his put t and says : "" well , she was a good wife for sixteen years . "" [SEP]",58
100,stops,that,-,tensor(0.3480),0,0,0,0,"[CLS] as a funeral train passes by a golf course , a golfer on one of the greens stops , stands at attention with hat held over his heart as the hears e goes by . then he goes back to lining up his put t . his playing partner remarks how that was the nice st gesture he would ever seen , to show such respect for the dead . the first golfer sinks his put t and says : "" well , she was a good wife for sixteen years . "" [SEP]",58
101,his playing partner,he,-,tensor(0.3762),0,0,0,0,"[CLS] as a funeral train passes by a golf course , a golfer on one of the greens stops , stands at attention with hat held over his heart as the hears e goes by . then he goes back to lining up his put t . his playing partner remarks how that was the nice st gesture he would ever seen , to show such respect for the dead . the first golfer sinks his put t and says : "" well , she was a good wife for sixteen years . "" [SEP]",58
102,his put t,his put t,-,tensor(0.7160),0,0,0,0,"[CLS] as a funeral train passes by a golf course , a golfer on one of the greens stops , stands at attention with hat held over his heart as the hears e goes by . then he goes back to lining up his put t . his playing partner remarks how that was the nice st gesture he would ever seen , to show such respect for the dead . the first golfer sinks his put t and says : "" well , she was a good wife for sixteen years . "" [SEP]",58
103,twin boys,them,they,tensor(0.4271),tensor(0.2085),tensor(0.2394),tensor(0.2085),tensor(0.4271),"[CLS] a woman has twin boys and gives them up for adoption . one goes to a family in egypt , and is named ama hl . the other goes to a family in spain and is named juan . years later , juan sends a picture of himself to his birth mom . upon receiving the picture , she tells her husband that she wishes she also had a picture of ama hl . her husband responds , "" but they are identical twins . if you have seen juan , you have seen ama hl "" . [SEP]",59
104,the other,his,juan,tensor(0.3649),tensor(0.2253),tensor(0.3765),tensor(0.2253),tensor(0.3765),"[CLS] a woman has twin boys and gives them up for adoption . one goes to a family in egypt , and is named ama hl . the other goes to a family in spain and is named juan . years later , juan sends a picture of himself to his birth mom . upon receiving the picture , she tells her husband that she wishes she also had a picture of ama hl . her husband responds , "" but they are identical twins . if you have seen juan , you have seen ama hl "" . [SEP]",59
105,a woman,you,ama hl,tensor(0.4448),tensor(0.3623),tensor(0.3139),tensor(0.3139),tensor(0.4448),"[CLS] a woman has twin boys and gives them up for adoption . one goes to a family in egypt , and is named ama hl . the other goes to a family in spain and is named juan . years later , juan sends a picture of himself to his birth mom . upon receiving the picture , she tells her husband that she wishes she also had a picture of ama hl . her husband responds , "" but they are identical twins . if you have seen juan , you have seen ama hl "" . [SEP]",59
106,a picture of himself,the picture,-,tensor(0.5741),0,0,0,0,"[CLS] a woman has twin boys and gives them up for adoption . one goes to a family in egypt , and is named ama hl . the other goes to a family in spain and is named juan . years later , juan sends a picture of himself to his birth mom . upon receiving the picture , she tells her husband that she wishes she also had a picture of ama hl . her husband responds , "" but they are identical twins . if you have seen juan , you have seen ama hl "" . [SEP]",59
